Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number
Kisa	m	young chimps	25	27/11/2018	2	39	training	l	r	i							et	3522		yes	0
Kisa	m	young chimps	25	27/11/2018	2	40	training	l	r	i							et	3142		no	0
Kisa	m	young chimps	25	27/11/2018	2	41	training	l	l	c							et	1556		no	0
Kisa	m	young chimps	25	27/11/2018	2	42	training	r	r	c							et	322		yes	0
Kisa	m	young chimps	25	27/11/2018	2	43	training	r	r	c							et	712		no	0
Kisa	m	young chimps	25	27/11/2018	2	44	training	r	r	c							et	396		no	0
Kisa	m	young chimps	25	27/11/2018	2	45	test	r	r	c	ct	2506	cp	22	st	2773				no	0
Kisa	m	young chimps	25	27/11/2018	2	46	training	l	l	c							et	3100		yes	0
Kisa	m	young chimps	25	27/11/2018	2	47	training	l	l	c							et	1312		no	0
Kisa	m	young chimps	25	27/11/2018	2	48	training	r	l	i							et	2122		yes	0
Kisa	m	young chimps	25	27/11/2018	2	49	training	r	r	c							et	472		no	0
Kisa	m	young chimps	25	27/11/2018	2	50	training	r	r	c							et	1053		no	0
Kisa	m	young chimps	25	27/11/2018	2	51	test	l	r	i	ct	3709	cp	23	st	3961				yes	0
Kisa	m	young chimps	25	27/11/2018	2	52	training	l	l	c							et	303		no	0
Kisa	m	young chimps	25	27/11/2018	2	53	training	l	r	i							et	3552		no	0
Kisa	m	young chimps	25	27/11/2018	2	54	training	r	r	c							et	342		yes	0
Kisa	m	young chimps	25	27/11/2018	2	55	test	r	r	c	ct	4512	cp	22	st	4656				no	0
Kisa	m	young chimps	25	27/11/2018	2	56	training	l	l	c							et	534		yes	0
Kisa	m	young chimps	25	27/11/2018	2	57	training	r	l	i							et	4920		yes	0
Kisa	m	young chimps	25	27/11/2018	2	58	training	l	r	i							et	1530		yes	0
Kisa	m	young chimps	25	27/11/2018	2	59	training	l	l	c							et	350		no	0
Kisa	m	young chimps	25	27/11/2018	2	60	test	r	l	i	ct	2507	cp	23	st	2596				yes	0
Kisa	m	young chimps	25	27/11/2018	2	61	training	r	r	c							et	3950		no	0
Kisa	m	young chimps	25	27/11/2018	2	62	training	l	l	c							et	231		yes	0
Kisa	m	young chimps	25	27/11/2018	2	63	training	r	l	i							et	3377		yes	0
Kisa	m	young chimps	25	27/11/2018	2	64	test	l	l	c	ct	1604	cp	22	st	1789				yes	0
Kisa	m	young chimps	25	27/11/2018	2	65	test	l	l	c	ct	2206	cp	21	st	3177				no	0
Akela	f	young chimps	30	24/11/2018	1	1	training	r	l	i							et	16277			0
Akela	f	young chimps	30	24/11/2018	1	2	training	l	r	i							et	30514		yes	0
Akela	f	young chimps	30	24/11/2018	1	3	training	r	l	i							et	12395		yes	0
Akela	f	young chimps	30	24/11/2018	1	4	training	r	r	c							et	499		no	0
Akela	f	young chimps	30	24/11/2018	1	5	training	l	l	c							et	1615		yes	0
Akela	f	young chimps	30	24/11/2018	1	6	training	l	l	c							et	1389		no	0
Akela	f	young chimps	30	24/11/2018	1	7	training	r	l	i							et	7078		yes	0
Akela	f	young chimps	30	24/11/2018	1	8	training	l	l	c							et	627		yes	0
Akela	f	young chimps	30	24/11/2018	1	9	training	r	r	c							et	9731		yes	0
Akela	f	young chimps	30	24/11/2018	1	10	training	l	l	c							et	844		yes	0
Akela	f	young chimps	30	24/11/2018	1	11	training	r	l	i							et	2820		yes	0
Akela	f	young chimps	30	24/11/2018	1	12	training	r	l	i							et	1397		no	0
Akela	f	young chimps	30	24/11/2018	1	13	training	l	l	c							et	581		yes	0
Akela	f	young chimps	30	24/11/2018	1	14	training	l	l	c							et	1236		no	0
Akela	f	young chimps	30	24/11/2018	1	15	test	l	l	c	ct	4462	cp	21	st	4774				no	1
Akela	f	young chimps	30	24/11/2018	1	16	training	r	l	i							et	2995		yes	0
Akela	f	young chimps	30	24/11/2018	1	17	training	r	l	i							et	1618		no	0
Akela	f	young chimps	30	24/11/2018	1	18	test	l	l	c	ct	1454	cp	21	st	1728				yes	0
Akela	f	young chimps	30	24/11/2018	1	19	training	r	r	c							et	467		yes	0
Akela	f	young chimps	30	24/11/2018	1	20	training	l	l	c							et	686		yes	0
Akela	f	young chimps	30	24/11/2018	1	21	training	l	l	c							et	480		no	0
Akela	f	young chimps	30	24/11/2018	1	22	training	r	l	i							et	2637		yes	0
Akela	f	young chimps	30	24/11/2018	1	23	test	r	l	i	ct	13035	cp	22	st	14012				no	0
Akela	f	young chimps	30	24/11/2018	1	24	training	l	l	c							et	703		yes	0
Akela	f	young chimps	30	24/11/2018	1	25	training	r	l	i							et	1672		yes	0
Akela	f	young chimps	30	24/11/2018	1	26	training	l	l	c							et	565		yes	0
Akela	f	young chimps	30	24/11/2018	1	27	test	r	r	c	ct	2707	cp	17	st	2841				yes	0
Akela	f	young chimps	30	24/11/2018	1	28	training	r	l	i							et	1778		no	0
Akela	f	young chimps	30	24/11/2018	1	29	training	r	r	c							et	775		no	0
Akela	f	young chimps	30	24/11/2018	1	30	training	r	r	c							et	630		no	0
Akela	f	young chimps	30	24/11/2018	1	31	training	l	l	c							et	2226		yes	0
Akela	f	young chimps	30	24/11/2018	1	32	test	l	l	c	ct	1254	cp	21	st	1505				no	0
Akela	f	young chimps	30	24/11/2018	1	33	training	l	l	c							et	457		no	0
Akela	f	young chimps	30	24/11/2018	1	34	test	r	l	i	ct	1303	cp	12	st	1411				yes	0
Akela	f	young chimps	30	25/11/2018	2	35	training	l	l	c							et	1700			0
Akela	f	young chimps	30	25/11/2018	2	36	training	r	l	i							et	2755		yes	0
Akela	f	young chimps	30	25/11/2018	2	37	training	r	r	c							et	490		no	0
Akela	f	young chimps	30	25/11/2018	2	38	training	l	l	c							et	674		yes	0
Akela	f	young chimps	30	25/11/2018	2	39	training	l	l	c							et	721		no	0
Akela	f	young chimps	30	25/11/2018	2	40	training	r	l	i							et	1499		yes	0
Akela	f	young chimps	30	25/11/2018	2	41	training	l	l	c							et	511		yes	0
Akela	f	young chimps	30	25/11/2018	2	42	training	r	l	i							et	1629		yes	0
Akela	f	young chimps	30	25/11/2018	2	43	test	l	l	c	ct	1354	cp	21	st	1587				yes	0
Akela	f	young chimps	30	25/11/2018	2	44	training	r	l	i							et	1618		yes	0
Akela	f	young chimps	30	25/11/2018	2	45	test	r	l	i	ct	1454	cp	21	st	1950				no	0
Akela	f	young chimps	30	25/11/2018	2	46	training	l	l	c							et	369		yes	0
Akela	f	young chimps	30	25/11/2018	2	47	training	l	l	c							et	506		no	0
Akela	f	young chimps	30	25/11/2018	2	48	training	r	l	i							et	1562		yes	0
Akela	f	young chimps	30	25/11/2018	2	49	training	r	l	i							et	1480		no	0
Akela	f	young chimps	30	25/11/2018	2	50	training	r	r	c							et	475		no	0
Akela	f	young chimps	30	25/11/2018	2	51	test	l	l	c	ct	1253	cp	10	st	1380				yes	0
Akela	f	young chimps	30	25/11/2018	2	52	training	l	l	c							et	810		no	0
Akela	f	young chimps	30	25/11/2018	2	53	training	l	l	c							et	584		no	0
Akela	f	young chimps	30	25/11/2018	2	54	training	r	r	c							et	397		yes	0
Akela	f	young chimps	30	25/11/2018	2	55	test	r	r	c	ct	1153	cp	22	st	1714				no	0
Akela	f	young chimps	30	25/11/2018	2	56	training	l	l	c							et	585		yes	0
Akela	f	young chimps	30	25/11/2018	2	57	training	r	l	i							et	1528		yes	0
Akela	f	young chimps	30	25/11/2018	2	58	training	l	l	c							et	520		yes	0
Akela	f	young chimps	30	25/11/2018	2	59	training	l	l	c							et	523		no	0
Akela	f	young chimps	30	25/11/2018	2	60	test	r	l	i	ct	1755	cp	22	st	3704				yes	0
Akela	f	young chimps	30	25/11/2018	2	61	training	r	l	i							et	1180		no	0
Akela	f	young chimps	30	25/11/2018	2	62	training	l	l	c							et	624		yes	0
Akela	f	young chimps	30	25/11/2018	2	63	training	r	l	i							et	1365		yes	0
Akela	f	young chimps	30	25/11/2018	2	64	test	l	l	c	ct	1655	cp	21	st	1869				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	1	training	r	r	c							et	9467			0
Dufatanya	f	young chimps	27	24/11/2018	1	2	training	l	r	i							et	24995		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	3	training	r	r	c							et	323		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	4	training	r	r	c							et	220		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	5	training	l	r	i							et	1451		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	6	training	l	r	i							et	1332		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	7	training	r	l	i							et	3401		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	8	training	l	r	i							et	10970		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	9	training	r	l	i							et	1264		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	10	training	l	r	i							et	1261		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	11	test	r	r	c	ct	22160	cp	24	st	22264				yes	1
Dufatanya	f	young chimps	27	24/11/2018	1	12	training	l	r	i							et	1410		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	13	test	l	l	c	ct	902	cp	22	st	996				no	0
Dufatanya	f	young chimps	27	24/11/2018	1	14	training	r	r	c							et	151		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	15	training	r	l	i							et	770		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	16	test	l	r	i	ct	200	cp	17	st	2390				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	17	training	r	l	i							et	1661		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	18	training	l	r	i							et	1278		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	19	training	l	r	i							et	915		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	20	test	r	l	i	ct	401	cp	25	st	1764				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	21	training	l	r	i							et	923		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	22	training	r	r	c							et	1792		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	23	training	l	r	i							et	1012		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	24	test	r	l	i	ct	602	cp	25	st	4091				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	25	training	r	l	i							et	783		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	26	training	r	r	c							et	144		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	27	training	r	l	i							et	839		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	28	training	l	r	i							et	3289		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	29	test	l	l	c	ct	601	cp	21	st	650				no	0
Dufatanya	f	young chimps	27	24/11/2018	1	30	training	l	r	i							et	962		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	31	training	l	l	c							et	549			0
Dufatanya	f	young chimps	27	25/11/2018	2	32	training	r	l	i							et	1437		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	33	training	r	r	c							et	283		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	34	training	l	l	c							et	2102		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	35	training	l	r	i							et	1348		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	36	training	r	l	i							et	1178		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	37	training	l	r	i							et	1552		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	38	training	r	r	c							et	321		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	39	test	l	r	i	ct	452	cp	7	st	531				yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	40	training	r	r	c							et	429		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	41	test	r	r	c	ct	1153	cp	22	st	1333				no	0
Dufatanya	f	young chimps	27	25/11/2018	2	42	training	l	l	c							et	305		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	43	training	l	r	i							et	1033		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	44	training	r	l	i							et	865		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	45	training	r	r	c							et	245		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	46	training	r	r	c							et	225		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	47	test	l	r	i	ct	652	cp	20	st	768				yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	48	training	l	r	i							et	3109		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	49	training	l	r	i							et	9213		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	50	training	r	l	i							et	1773		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	51	test	r	r	c	ct	753	cp	24	st	914				no	0
Dufatanya	f	young chimps	27	25/11/2018	2	52	training	l	r	i							et	2189		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	53	training	r	r	c							et	704		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	54	training	l	r	i							et	3043		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	55	training	l	l	c							et	242		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	56	test	r	l	i	ct	502	cp	16	st	662				yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	57	training	r	r	c							et	272		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	58	training	l	r	i							et	8581		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	59	training	r	r	c							et	310		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	60	test	l	r	i	ct	652	cp	21	st	942				yes	0
Bahati	f	young chimps	25	24/11/2018	1	1	training	r	r	c							et	23419			0
Bahati	f	young chimps	25	24/11/2018	1	2	training	l	r	i							et	24172		yes	0
Bahati	f	young chimps	25	24/11/2018	1	3	training	r	r	c							et	7770		yes	0
Bahati	f	young chimps	25	24/11/2018	1	4	training	r	l	i										no	0
Bahati	f	young chimps	25	24/11/2018	1	5	training	l	r	i							et	6189		yes	0
Bahati	f	young chimps	25	24/11/2018	1	6	training	l	l	c										no	0
Bahati	f	young chimps	25	24/11/2018	1	7	training	r	r	c							et	4977		yes	0
Bahati	f	young chimps	25	24/11/2018	1	8	training	l	l	c							et	1522		yes	0
Bahati	f	young chimps	25	24/11/2018	1	9	training	r	r	c							et	1954		yes	0
Bahati	f	young chimps	25	24/11/2018	1	10	training	l	r	i							et	2065		yes	0
Bahati	f	young chimps	25	24/11/2018	1	11	training	r	r	c							et	675		yes	0
Bahati	f	young chimps	25	24/11/2018	1	12	test	r	r	c	ct	3309	cp	22	st	7093				no	1
Bahati	f	young chimps	25	24/11/2018	1	13	training	l	l	c							et	495		yes	0
Bahati	f	young chimps	25	24/11/2018	1	14	test	l	l	c	ct	1304	cp	21	st	1618				no	0
Bahati	f	young chimps	25	24/11/2018	1	15	training	r	r	c							et	717		yes	0
Bahati	f	young chimps	25	24/11/2018	1	16	training	r	r	c							et	613		no	0
Bahati	f	young chimps	25	24/11/2018	1	17	test	l	r	i	ct	2858	cp	21	st	3276				yes	0
Bahati	f	young chimps	25	24/11/2018	1	18	training	r	r	c							et	9129		yes	0
Bahati	f	young chimps	25	24/11/2018	1	19	training	l	r	i							et	4380		yes	0
Bahati	f	young chimps	25	24/11/2018	1	20	training	l	r	i							et	2717		no	0
Bahati	f	young chimps	25	24/11/2018	1	21	test	r	r	c	ct	1605	cp	22	st	1946				yes	0
Bahati	f	young chimps	25	24/11/2018	1	22	training	l	r	i							et	2852		yes	0
Bahati	f	young chimps	25	24/11/2018	1	23	training	r	r	c							et	1158		yes	0
Bahati	f	young chimps	25	24/11/2018	1	24	training	l	l	c							et	1046		yes	0
Bahati	f	young chimps	25	24/11/2018	1	25	test	r	r	c	ct	3760	cp	22	st	4075				yes	0
Bahati	f	young chimps	25	24/11/2018	1	26	training	r	r	c							et	642		no	0
Bahati	f	young chimps	25	24/11/2018	1	27	training	r	r	c							et	1270		no	0
Bahati	f	young chimps	25	24/11/2018	1	28	training	r	r	c							et	822	with apple from this trial on	no	0
Bahati	f	young chimps	25	24/11/2018	1	29	training	l	l	c							et	780		yes	0
Bahati	f	young chimps	25	24/11/2018	1	30	test	l	l	c	ct	1303	cp	22	st	1611				no	0
Bahati	f	young chimps	25	24/11/2018	1	31	training	l	r	i							et	2456		no	0
Bahati	f	young chimps	25	25/11/2018	2	32	training	l	l	c							et	-11436			0
Bahati	f	young chimps	25	25/11/2018	2	33	training	r	l	i							et	4169		yes	0
Bahati	f	young chimps	25	25/11/2018	2	34	training	r	r	c							et	780		no	0
Bahati	f	young chimps	25	25/11/2018	2	35	training	l	l	c							et	707		yes	0
Bahati	f	young chimps	25	25/11/2018	2	36	training	l	l	c							et	961		no	0
Bahati	f	young chimps	25	25/11/2018	2	37	training	r	r	c							et	705		yes	0
Bahati	f	young chimps	25	25/11/2018	2	38	training	l	r	i							et	2888		yes	0
Bahati	f	young chimps	25	25/11/2018	2	39	training	r	r	c							et	573		yes	0
Bahati	f	young chimps	25	25/11/2018	2	40	test	l	r	i	ct	1153	cp	21	st	1465				yes	0
Bahati	f	young chimps	25	25/11/2018	2	41	training	r	r	c							et	628		yes	0
Bahati	f	young chimps	25	25/11/2018	2	42	test	r	r	c	ct	1855	cp	22	st	2016				no	0
Bahati	f	young chimps	25	25/11/2018	2	43	training	l	l	c							et	767		yes	0
Bahati	f	young chimps	25	25/11/2018	2	44	training	l	l	c							et	582		no	0
Bahati	f	young chimps	25	25/11/2018	2	45	training	r	l	i							et	2758		yes	0
Bahati	f	young chimps	25	25/11/2018	2	46	training	r	r	c							et	778		no	0
Bahati	f	young chimps	25	25/11/2018	2	47	training	r	r	c							et	489		no	0
Bahati	f	young chimps	25	25/11/2018	2	48	test	l	r	i	ct	1153	cp	19	st	1428				yes	0
Bahati	f	young chimps	25	25/11/2018	2	49	training	l	r	i							et	2882		no	0
Bahati	f	young chimps	25	25/11/2018	2	50	training	l	l	c							et	795		no	0
Bahati	f	young chimps	25	25/11/2018	2	51	training	r	l	i							et	1067		yes	0
Bahati	f	young chimps	25	25/11/2018	2	52	test	r	r	c	ct	1204	cp	22	st	4440				no	0
Bahati	f	young chimps	25	25/11/2018	2	53	training	l	l	i							et	3188		yes	0
Bahati	f	young chimps	25	25/11/2018	2	54	training	r	r	i							et	2204		yes	0
Bahati	f	young chimps	25	25/11/2018	2	55	training	l	l	c							et	3070		yes	0
Bahati	f	young chimps	25	25/11/2018	2	56	training	l	l	c							et	920		no	0
Bahati	f	young chimps	25	25/11/2018	2	57	test	r	l	i	ct	2005	cp	22	st	2342				yes	0
Bahati	f	young chimps	25	25/11/2018	2	58	training	r	l	i							et	2470		no	0
Bahati	f	young chimps	25	25/11/2018	2	59	training	l	r	i							et	1972		yes	0
Bahati	f	young chimps	25	25/11/2018	2	60	training	r	r	c							et	402		yes	0
Bahati	f	young chimps	25	25/11/2018	2	61	test	l	r	i	ct	1703	cp	22	st	1961				yes	0
Joy	f	young chimps	14	24/11/2018	1	1	training	r	l	i							et	-26568			0
Joy	f	young chimps	14	24/11/2018	1	2	training	l	l	c							et	4912		yes	0
Joy	f	young chimps	14	24/11/2018	1	3	training	r	l	i							et	4165		yes	0
Joy	f	young chimps	14	24/11/2018	1	4	training	r	l	i							et	3372		no	0
Joy	f	young chimps	14	24/11/2018	1	5	training	l	r	i							et	3816		yes	0
Joy	f	young chimps	14	24/11/2018	1	6	training	l	r	i							et	1748		no	0
Joy	f	young chimps	14	24/11/2018	1	7	training	r	l	i							et	8502		yes	0
Joy	f	young chimps	14	24/11/2018	1	8	training	l	r	i							et	3035		yes	0
Joy	f	young chimps	14	24/11/2018	1	9	training	r	r	c							et	1681		yes	0
Joy	f	young chimps	14	24/11/2018	1	10	training	l	l	c										yes	0
Joy	f	young chimps	14	24/11/2018	1	11	test	r	l	i	ct	7119	cp	0	st	7120				yes	1
Joy	f	young chimps	14	24/11/2018	1	12	training	l	l	c							et	538		yes	0
Joy	f	young chimps	14	24/11/2018	1	13	test	l	l	c	ct	18401	cp	21	st	19269				no	0
Joy	f	young chimps	14	24/11/2018	1	14	training	r	l	i							et	1938		yes	0
Joy	f	young chimps	14	24/11/2018	1	15	training	r	l	i							et	2029		no	0
Joy	f	young chimps	14	24/11/2018	1	16	test	l	r	i	ct	7620	cp	22	st	9140				yes	0
Joy	f	young chimps	14	24/11/2018	1	17	training	r	l	i							et	3283		yes	0
Joy	f	young chimps	14	24/11/2018	1	18	training	l	r	i							et	5536		yes	0
Joy	f	young chimps	14	24/11/2018	1	19	training	l	r	i							et	1910		no	0
Joy	f	young chimps	14	24/11/2018	1	20	test	r	r	c	ct	2155	cp	17	st	2405				yes	0
Joy	f	young chimps	14	24/11/2018	1	21	training	l	l	c							et	330		yes	0
Joy	f	young chimps	14	24/11/2018	1	22	training	r	l	i							et	2392		yes	0
Joy	f	young chimps	14	24/11/2018	1	23	training	l	r	i							et	2551		yes	0
Joy	f	young chimps	14	24/11/2018	1	24	test	r	r	c	ct	1605	cp	22	st	1857				yes	0
Joy	f	young chimps	14	24/11/2018	1	25	training	r	r	c							et	523		no	0
Joy	f	young chimps	14	24/11/2018	1	26	training	r	r	c							et	606		no	0
Joy	f	young chimps	14	24/11/2018	1	27	training	r	r	c							et	532		no	0
Joy	f	young chimps	14	24/11/2018	1	28	training	l	r	i							et	3371		yes	0
Joy	f	young chimps	14	24/11/2018	1	29	test	l	r	i	ct	3658	cp	22	st	4057				no	0
Joy	f	young chimps	14	24/11/2018	1	30	training	l	r	i							et	1988		no	0
Joy	f	young chimps	14	25/11/2018	2	31	training	l	r	i							et	3092			0
Joy	f	young chimps	14	25/11/2018	2	32	training	r	l	i							et	10310		yes	0
Joy	f	young chimps	14	25/11/2018	2	33	training	r	r	c							et	1876		no	0
Joy	f	young chimps	14	25/11/2018	2	34	training	l	l	c							et	578		yes	0
Joy	f	young chimps	14	25/11/2018	2	35	training	l	l	c							et	781		no	0
Joy	f	young chimps	14	25/11/2018	2	36	training	r	l	i							et	2470		yes	0
Joy	f	young chimps	14	25/11/2018	2	37	training	l	l	c							et	1934		yes	0
Joy	f	young chimps	14	25/11/2018	2	38	training	r	l	i							et	3005		yes	0
Joy	f	young chimps	14	25/11/2018	2	39	test	l	r	i	ct	2957	cp	19	st	3220				yes	0
Joy	f	young chimps	14	25/11/2018	2	40	training	r	l	i							et	3790		yes	0
Joy	f	young chimps	14	25/11/2018	2	41	test	r	l	i	ct	4011	cp	22	st	4429				no	0
Joy	f	young chimps	14	25/11/2018	2	42	training	l	r	i							et	3251		yes	0
Joy	f	young chimps	14	25/11/2018	2	43	training	l	l	c							et	561		no	0
Joy	f	young chimps	14	25/11/2018	2	44	training	r	l	i							et	2147		yes	0
Joy	f	young chimps	14	25/11/2018	2	45	training	r	l	i							et	2314		no	0
Joy	f	young chimps	14	25/11/2018	2	46	training	r	l	i							et	1673		no	0
Joy	f	young chimps	14	25/11/2018	2	47	test	l	l	c	ct	2256	cp	21	st	2442				yes	0
Joy	f	young chimps	14	25/11/2018	2	48	training	l	l	c							et	423		no	0
Joy	f	young chimps	14	25/11/2018	2	49	training	l	l	c							et	588		no	0
Joy	f	young chimps	14	25/11/2018	2	50	training	r	l	i							et	2940		yes	0
Joy	f	young chimps	14	25/11/2018	2	51	test	r	r	c	ct	3961	cp	22	st	4343				no	0
Joy	f	young chimps	14	25/11/2018	2	52	training	l	l	c							et	565		yes	0
Joy	f	young chimps	14	25/11/2018	2	53	training	r	l	i							et	4887		yes	0
Joy	f	young chimps	14	25/11/2018	2	54	training	l	l	c							et	566		yes	0
Joy	f	young chimps	14	25/11/2018	2	55	training	l	l	c							et	1044		no	0
Joy	f	young chimps	14	25/11/2018	2	56	test	r	l	i	ct	1404	cp	20	st	1709				yes	0
Joy	f	young chimps	14	25/11/2018	2	57	training	r	l	i							et	2095		no	0
Joy	f	young chimps	14	25/11/2018	2	58	training	l	l	c							et	565		yes	0
Joy	f	young chimps	14	25/11/2018	2	59	training	r	l	i							et	2011		yes	0
Joy	f	young chimps	14	25/11/2018	2	60	test	l	l	c	ct	1153	cp	21	st	1476				yes	0
Safari	m	old chimps	34	30/11/2018	1	1	training	r	r	c							et	3579	did not retrieve food after this trial within 5 min		0
Safari	m	old chimps	34	01/12/2018	1	2	training	l	r	i										yes	0
Safari	m	old chimps	34	01/12/2018	1	3	training	r	l	i										yes	0
Safari	m	old chimps	34	01/12/2018	1	4	training	r	r	c							et	383		no	0
Safari	m	old chimps	34	01/12/2018	1	5	training	l	r	i							et	15469		yes	0
Safari	m	old chimps	34	01/12/2018	1	6	training	l	l	c							et	473		no	0
Safari	m	old chimps	34	01/12/2018	1	7	training	r	l	i							et	9041		yes	0
Safari	m	old chimps	34	01/12/2018	1	8	training	l	l	c							et	2297		yes	0
Safari	m	old chimps	34	01/12/2018	1	9	training	r	l	i							et	8380		yes	0
Safari	m	old chimps	34	01/12/2018	1	10	training	l	r	i							et	8696		yes	0
